project_fr,incl_category,incl_confs,excl_category,excl_confs
timely_server-0.6,12-0.6-fast,{'01noThrottling.sh': 12},12-0.6-fast,{'29CPU4Mem8GB.sh': 12}
wro4j_wro4j-extensions-0.6,12-0.6-fast,"{'29CPU4Mem8GB.sh': 8, '01noThrottling.sh': 4}",12-0.6-fast,"{'29CPU4Mem8GB.sh': 7, '01noThrottling.sh': 5}"
yawp_yawp-testing.yawp-testing-appengine-0.6,1-0.6-fast,{'29CPU4Mem8GB.sh': 1},1-0.6-fast,{'01noThrottling.sh': 1}
zxing_dot-0.6,12-0.6-fast,"{'29CPU4Mem8GB.sh': 8, '01noThrottling.sh': 4}",12-0.6-fast,"{'29CPU4Mem8GB.sh': 2, '01noThrottling.sh': 10}"
activiti_dot-0.8,12-0.8-fast,{'01noThrottling.sh': 12},12-0.8-fast,"{'29CPU4Mem8GB.sh': 6, '01noThrottling.sh': 5, '26CPU2Mem4GB.sh': 1}"
assertj-core_dot-0.8,12-0.8-fast,{'29CPU4Mem8GB.sh': 12},12-0.8-fast,"{'26CPU2Mem4GB.sh': 1, '27CPU2Mem8GB.sh': 1, '28CPU2Mem16GB.sh': 1, '29CPU4Mem8GB.sh': 5, '01noThrottling.sh': 4}"
carbon-apimgt_analyzer-modules.org.wso2.carbon.apimgt.throttling.siddhi.extension-0.8,2-0.8-fast,{'29CPU4Mem8GB.sh': 2},2-0.8-fast,{'29CPU4Mem8GB.sh': 2}
commons-exec_dot-0.8,12-0.8-fast,{'01noThrottling.sh': 12},12-0.8-fast,"{'23CPU05Mem4GB.sh': 1, '24CPU1Mem4GB.sh': 1, '25CPU1Mem8GB.sh': 1, '26CPU2Mem4GB.sh': 1, '27CPU2Mem8GB.sh': 7, '01noThrottling.sh': 1}"
db-scheduler_dot-0.8,6-0.8-fast,{'29CPU4Mem8GB.sh': 6},6-0.8-fast,{'29CPU4Mem8GB.sh': 6}
delight-nashorn-sandbox_dot-0.8,12-0.8-fast,{'29CPU4Mem8GB.sh': 12},12-0.8-fast,"{'29CPU4Mem8GB.sh': 6, '01noThrottling.sh': 1, '26CPU2Mem4GB.sh': 5}"
elastic-job-lite_dot-0.8,12-0.8-fast,{'01noThrottling.sh': 12},12-0.8-fast,"{'19CPU010Mem1GB.sh': 1, '24CPU1Mem4GB.sh': 2, '25CPU1Mem8GB.sh': 1, '26CPU2Mem4GB.sh': 2, '27CPU2Mem8GB.sh': 2, '28CPU2Mem16GB.sh': 2, '29CPU4Mem8GB.sh': 1, '01noThrottling.sh': 1}"
elastic-job-lite_elastic-job-lite-core-0.8,12-0.8-fast,"{'29CPU4Mem8GB.sh': 1, '01noThrottling.sh': 11}",12-0.8-fast,"{'19CPU010Mem1GB.sh': 1, '24CPU1Mem4GB.sh': 3, '27CPU2Mem8GB.sh': 2, '28CPU2Mem16GB.sh': 1, '29CPU4Mem8GB.sh': 4, '01noThrottling.sh': 1}"
esper_examples.rfidassetzone-0.8,2-0.8-fast,{'01noThrottling.sh': 2},2-0.8-fast,{'01noThrottling.sh': 2}
fastjson_dot-0.8,12-0.8-fast,"{'29CPU4Mem8GB.sh': 3, '01noThrottling.sh': 9}",12-0.8-fast,"{'27CPU2Mem8GB.sh': 1, '29CPU4Mem8GB.sh': 4, '01noThrottling.sh': 5, '26CPU2Mem4GB.sh': 2}"
fluent-logger-java_dot-0.8,6-0.8-fast,{'29CPU4Mem8GB.sh': 6},6-0.8-fast,{'29CPU4Mem8GB.sh': 6}
handlebars.java_dot-0.8,8-0.8-fast,{'29CPU4Mem8GB.sh': 8},8-0.8-fast,"{'19CPU010Mem1GB.sh': 1, '23CPU05Mem4GB.sh': 1, '24CPU1Mem4GB.sh': 1, '25CPU1Mem8GB.sh': 2, '27CPU2Mem8GB.sh': 1, '28CPU2Mem16GB.sh': 2}"
hbase_dot-0.8,12-0.8-fast,{'20CPU010Mem2GB.sh': 12},12-0.8-fast,"{'19CPU010Mem1GB.sh': 1, '20CPU010Mem2GB.sh': 4, '21CPU025Mem2GB.sh': 1, '23CPU05Mem4GB.sh': 1, '25CPU1Mem8GB.sh': 1, '27CPU2Mem8GB.sh': 2, '28CPU2Mem16GB.sh': 1, '29CPU4Mem8GB.sh': 1}"
http-request_dot-0.8,12-0.8-fast,{'29CPU4Mem8GB.sh': 12},12-0.8-fast,"{'27CPU2Mem8GB.sh': 1, '28CPU2Mem16GB.sh': 10, '29CPU4Mem8GB.sh': 1}"
httpcore_dot-0.8,12-0.8-fast,{'01noThrottling.sh': 12},12-0.8-fast,"{'28CPU2Mem16GB.sh': 1, '01noThrottling.sh': 4, '25CPU1Mem8GB.sh': 1, '26CPU2Mem4GB.sh': 6}"
hutool_hutool-cron-0.8,4-0.8-fast,{'01noThrottling.sh': 4},4-0.8-fast,{'01noThrottling.sh': 4}
incubator-dubbo_dubbo-remoting.dubbo-remoting-netty-0.8,12-0.8-fast,{'29CPU4Mem8GB.sh': 12},12-0.8-fast,{'28CPU2Mem16GB.sh': 12}
incubator-dubbo_dubbo-rpc.dubbo-rpc-dubbo-0.8,12-0.8-fast,{'01noThrottling.sh': 12},12-0.8-fast,"{'21CPU025Mem2GB.sh': 1, '22CPU05Mem2GB.sh': 2, '23CPU05Mem4GB.sh': 1, '26CPU2Mem4GB.sh': 1, '27CPU2Mem8GB.sh': 4, '28CPU2Mem16GB.sh': 1, '29CPU4Mem8GB.sh': 1, '01noThrottling.sh': 1}"
logback_dot-0.8,10-0.8-fast,"{'20CPU010Mem2GB.sh': 1, '21CPU025Mem2GB.sh': 2, '23CPU05Mem4GB.sh': 3, '24CPU1Mem4GB.sh': 1, '25CPU1Mem8GB.sh': 1, '27CPU2Mem8GB.sh': 1, '28CPU2Mem16GB.sh': 1}",12-0.8-fast,"{'19CPU010Mem1GB.sh': 2, '22CPU05Mem2GB.sh': 1, '25CPU1Mem8GB.sh': 1, '26CPU2Mem4GB.sh': 3, '27CPU2Mem8GB.sh': 1, '29CPU4Mem8GB.sh': 4}"
luwak_luwak-0.8,12-0.8-fast,{'29CPU4Mem8GB.sh': 12},12-0.8-fast,"{'27CPU2Mem8GB.sh': 1, '28CPU2Mem16GB.sh': 1, '29CPU4Mem8GB.sh': 6, '01noThrottling.sh': 4}"
ninja_dot-0.8,,,,
noxy_noxy-discovery-zookeeper-0.8,2-0.8-fast,{'01noThrottling.sh': 2},2-0.8-fast,{'01noThrottling.sh': 2}
okhttp_dot-0.8,12-0.8-fast,{'01noThrottling.sh': 12},12-0.8-fast,"{'24CPU1Mem4GB.sh': 1, '26CPU2Mem4GB.sh': 6, '27CPU2Mem8GB.sh': 1, '28CPU2Mem16GB.sh': 1, '01noThrottling.sh': 3}"
orbit_dot-0.8,12-0.8-fast,{'29CPU4Mem8GB.sh': 12},12-0.8-fast,"{'26CPU2Mem4GB.sh': 2, '27CPU2Mem8GB.sh': 2, '28CPU2Mem16GB.sh': 2, '29CPU4Mem8GB.sh': 4, '01noThrottling.sh': 2}"
retrofit_retrofit-adapters.rxjava-0.8,6-0.8-fast,{'29CPU4Mem8GB.sh': 6},6-0.8-fast,{'26CPU2Mem4GB.sh': 6}
retrofit_retrofit-0.8,12-0.8-fast,{'01noThrottling.sh': 12},12-0.8-fast,"{'27CPU2Mem8GB.sh': 1, '28CPU2Mem16GB.sh': 1, '29CPU4Mem8GB.sh': 3, '01noThrottling.sh': 7}"
rxjava2-extras_dot-0.8,12-0.8-fast,{'29CPU4Mem8GB.sh': 12},12-0.8-fast,"{'28CPU2Mem16GB.sh': 1, '29CPU4Mem8GB.sh': 8, '01noThrottling.sh': 2, '26CPU2Mem4GB.sh': 1}"
spring-boot_dot-0.8,12-0.8-fast,{'29CPU4Mem8GB.sh': 12},12-0.8-fast,{'29CPU4Mem8GB.sh': 12}
timely_server-0.8,12-0.8-fast,{'01noThrottling.sh': 12},12-0.8-fast,{'29CPU4Mem8GB.sh': 12}
wro4j_wro4j-extensions-0.8,12-0.8-fast,"{'29CPU4Mem8GB.sh': 8, '01noThrottling.sh': 4}",12-0.8-fast,"{'29CPU4Mem8GB.sh': 7, '01noThrottling.sh': 5}"
yawp_yawp-testing.yawp-testing-appengine-0.8,1-0.8-fast,{'29CPU4Mem8GB.sh': 1},1-0.8-fast,{'01noThrottling.sh': 1}
zxing_dot-0.8,12-0.8-fast,"{'29CPU4Mem8GB.sh': 8, '01noThrottling.sh': 4}",12-0.8-fast,"{'29CPU4Mem8GB.sh': 2, '01noThrottling.sh': 10}"
activiti_dot-0,,,,
assertj-core_dot-0,,,,
carbon-apimgt_analyzer-modules.org.wso2.carbon.apimgt.throttling.siddhi.extension-0,2-0-fast,{'29CPU4Mem8GB.sh': 2},2-0-fast,{'29CPU4Mem8GB.sh': 2}
commons-exec_dot-0,12-0-fast,{'01noThrottling.sh': 12},12-0-fast,"{'22CPU05Mem2GB.sh': 2, '23CPU05Mem4GB.sh': 3, '24CPU1Mem4GB.sh': 1, '25CPU1Mem8GB.sh': 1, '27CPU2Mem8GB.sh': 2, '28CPU2Mem16GB.sh': 1, '29CPU4Mem8GB.sh': 1, '01noThrottling.sh': 1}"
db-scheduler_dot-0,,,,
delight-nashorn-sandbox_dot-0,12-0-fast,{'29CPU4Mem8GB.sh': 12},12-0-fast,"{'29CPU4Mem8GB.sh': 9, '01noThrottling.sh': 1, '26CPU2Mem4GB.sh': 2}"
elastic-job-lite_dot-0,12-0-fast,{'01noThrottling.sh': 12},12-0-fast,"{'19CPU010Mem1GB.sh': 1, '24CPU1Mem4GB.sh': 1, '25CPU1Mem8GB.sh': 2, '26CPU2Mem4GB.sh': 1, '27CPU2Mem8GB.sh': 4, '28CPU2Mem16GB.sh': 1, '01noThrottling.sh': 2}"
elastic-job-lite_elastic-job-lite-core-0,12-0-fast,"{'29CPU4Mem8GB.sh': 1, '01noThrottling.sh': 11}",12-0-fast,"{'19CPU010Mem1GB.sh': 1, '24CPU1Mem4GB.sh': 1, '26CPU2Mem4GB.sh': 1, '28CPU2Mem16GB.sh': 2, '29CPU4Mem8GB.sh': 4, '01noThrottling.sh': 3}"
esper_examples.rfidassetzone-0,2-0-fast,"{'21CPU025Mem2GB.sh': 1, '23CPU05Mem4GB.sh': 1}",2-0-fast,"{'21CPU025Mem2GB.sh': 1, '24CPU1Mem4GB.sh': 1}"
fastjson_dot-0,12-0-fast,"{'29CPU4Mem8GB.sh': 3, '01noThrottling.sh': 9}",12-0-fast,"{'27CPU2Mem8GB.sh': 1, '29CPU4Mem8GB.sh': 4, '01noThrottling.sh': 5, '26CPU2Mem4GB.sh': 2}"
fluent-logger-java_dot-0,6-0-fast,{'29CPU4Mem8GB.sh': 6},6-0-fast,{'29CPU4Mem8GB.sh': 6}
handlebars.java_dot-0,,,,
hbase_dot-0,,,,
http-request_dot-0,12-0-fast,{'29CPU4Mem8GB.sh': 12},12-0-fast,"{'28CPU2Mem16GB.sh': 6, '29CPU4Mem8GB.sh': 3, '01noThrottling.sh': 1, '26CPU2Mem4GB.sh': 2}"
httpcore_dot-0,,,,
hutool_hutool-cron-0,4-0-fast,"{'29CPU4Mem8GB.sh': 3, '01noThrottling.sh': 1}",6-0-fast,"{'23CPU05Mem4GB.sh': 1, '24CPU1Mem4GB.sh': 1, '26CPU2Mem4GB.sh': 1, '27CPU2Mem8GB.sh': 2, '01noThrottling.sh': 1}"
incubator-dubbo_dubbo-remoting.dubbo-remoting-netty-0,6-0-fast,"{'27CPU2Mem8GB.sh': 1, '29CPU4Mem8GB.sh': 2, '01noThrottling.sh': 2, '26CPU2Mem4GB.sh': 1}",12-0-fast,"{'20CPU010Mem2GB.sh': 1, '24CPU1Mem4GB.sh': 1, '25CPU1Mem8GB.sh': 1, '26CPU2Mem4GB.sh': 3, '27CPU2Mem8GB.sh': 2, '28CPU2Mem16GB.sh': 1, '01noThrottling.sh': 3}"
incubator-dubbo_dubbo-rpc.dubbo-rpc-dubbo-0,12-0-fast,"{'01noThrottling.sh': 11, '26CPU2Mem4GB.sh': 1}",12-0-fast,"{'21CPU025Mem2GB.sh': 1, '22CPU05Mem2GB.sh': 1, '23CPU05Mem4GB.sh': 2, '25CPU1Mem8GB.sh': 1, '26CPU2Mem4GB.sh': 1, '27CPU2Mem8GB.sh': 2, '28CPU2Mem16GB.sh': 1, '29CPU4Mem8GB.sh': 1, '01noThrottling.sh': 2}"
logback_dot-0,,,,
luwak_luwak-0,12-0-fast,"{'29CPU4Mem8GB.sh': 11, '01noThrottling.sh': 1}",12-0-fast,"{'27CPU2Mem8GB.sh': 3, '28CPU2Mem16GB.sh': 1, '01noThrottling.sh': 7, '26CPU2Mem4GB.sh': 1}"
ninja_dot-0,,,,
noxy_noxy-discovery-zookeeper-0,2-0-fast,{'01noThrottling.sh': 2},2-0-fast,{'01noThrottling.sh': 2}
okhttp_dot-0,,,,
orbit_dot-0,,,,
retrofit_retrofit-adapters.rxjava-0,6-0-fast,{'29CPU4Mem8GB.sh': 6},6-0-fast,{'26CPU2Mem4GB.sh': 6}
retrofit_retrofit-0,12-0-fast,{'01noThrottling.sh': 12},12-0-fast,"{'28CPU2Mem16GB.sh': 1, '29CPU4Mem8GB.sh': 1, '01noThrottling.sh': 10}"
rxjava2-extras_dot-0,12-0-fast,"{'26CPU2Mem4GB.sh': 1, '27CPU2Mem8GB.sh': 3, '28CPU2Mem16GB.sh': 1, '29CPU4Mem8GB.sh': 3, '01noThrottling.sh': 4}",12-0-fast,"{'24CPU1Mem4GB.sh': 1, '26CPU2Mem4GB.sh': 1, '27CPU2Mem8GB.sh': 2, '28CPU2Mem16GB.sh': 1, '29CPU4Mem8GB.sh': 4, '01noThrottling.sh': 3}"
spring-boot_dot-0,12-0-fast,"{'29CPU4Mem8GB.sh': 11, '01noThrottling.sh': 1}",12-0-fast,"{'29CPU4Mem8GB.sh': 11, '01noThrottling.sh': 1}"
timely_server-0,,,,
wro4j_wro4j-extensions-0,12-0-fast,"{'29CPU4Mem8GB.sh': 8, '01noThrottling.sh': 4}",12-0-fast,"{'29CPU4Mem8GB.sh': 7, '01noThrottling.sh': 5}"
yawp_yawp-testing.yawp-testing-appengine-0,,,,
zxing_dot-0,,,,
activiti_dot-1,12-1-fast,{'01noThrottling.sh': 12},12-1-fast,"{'29CPU4Mem8GB.sh': 3, '01noThrottling.sh': 9}"
assertj-core_dot-1,12-1-fast,{'29CPU4Mem8GB.sh': 12},12-1-fast,"{'26CPU2Mem4GB.sh': 1, '27CPU2Mem8GB.sh': 1, '28CPU2Mem16GB.sh': 2, '29CPU4Mem8GB.sh': 5, '01noThrottling.sh': 3}"
carbon-apimgt_analyzer-modules.org.wso2.carbon.apimgt.throttling.siddhi.extension-1,2-1-fast,{'29CPU4Mem8GB.sh': 2},2-1-fast,{'29CPU4Mem8GB.sh': 2}
commons-exec_dot-1,12-1-fast,{'01noThrottling.sh': 12},12-1-fast,"{'27CPU2Mem8GB.sh': 8, '28CPU2Mem16GB.sh': 1, '01noThrottling.sh': 3}"
db-scheduler_dot-1,6-1-fast,{'29CPU4Mem8GB.sh': 6},6-1-fast,{'29CPU4Mem8GB.sh': 6}
delight-nashorn-sandbox_dot-1,12-1-fast,{'29CPU4Mem8GB.sh': 12},12-1-fast,"{'29CPU4Mem8GB.sh': 6, '01noThrottling.sh': 1, '26CPU2Mem4GB.sh': 5}"
elastic-job-lite_dot-1,12-1-fast,{'01noThrottling.sh': 12},12-1-fast,"{'19CPU010Mem1GB.sh': 1, '25CPU1Mem8GB.sh': 3, '26CPU2Mem4GB.sh': 3, '29CPU4Mem8GB.sh': 3, '01noThrottling.sh': 2}"
elastic-job-lite_elastic-job-lite-core-1,12-1-fast,"{'29CPU4Mem8GB.sh': 1, '01noThrottling.sh': 11}",12-1-fast,"{'19CPU010Mem1GB.sh': 1, '24CPU1Mem4GB.sh': 2, '25CPU1Mem8GB.sh': 2, '26CPU2Mem4GB.sh': 1, '29CPU4Mem8GB.sh': 2, '01noThrottling.sh': 4}"
esper_examples.rfidassetzone-1,2-1-fast,{'01noThrottling.sh': 2},2-1-fast,{'01noThrottling.sh': 2}
fastjson_dot-1,12-1-fast,"{'29CPU4Mem8GB.sh': 3, '01noThrottling.sh': 9}",12-1-fast,"{'27CPU2Mem8GB.sh': 3, '29CPU4Mem8GB.sh': 2, '01noThrottling.sh': 5, '26CPU2Mem4GB.sh': 2}"
fluent-logger-java_dot-1,6-1-fast,{'29CPU4Mem8GB.sh': 6},6-1-fast,{'29CPU4Mem8GB.sh': 6}
handlebars.java_dot-1,8-1-fast,{'29CPU4Mem8GB.sh': 8},10-1-fast,"{'19CPU010Mem1GB.sh': 2, '21CPU025Mem2GB.sh': 1, '24CPU1Mem4GB.sh': 2, '25CPU1Mem8GB.sh': 1, '27CPU2Mem8GB.sh': 2, '01noThrottling.sh': 2}"
hbase_dot-1,12-1-fast,{'20CPU010Mem2GB.sh': 12},12-1-fast,"{'19CPU010Mem1GB.sh': 2, '20CPU010Mem2GB.sh': 2, '21CPU025Mem2GB.sh': 1, '23CPU05Mem4GB.sh': 1, '25CPU1Mem8GB.sh': 2, '26CPU2Mem4GB.sh': 1, '27CPU2Mem8GB.sh': 1, '29CPU4Mem8GB.sh': 2}"
http-request_dot-1,12-1-fast,{'29CPU4Mem8GB.sh': 12},12-1-fast,"{'28CPU2Mem16GB.sh': 7, '29CPU4Mem8GB.sh': 3, '01noThrottling.sh': 2}"
httpcore_dot-1,12-1-fast,{'01noThrottling.sh': 12},12-1-fast,"{'27CPU2Mem8GB.sh': 5, '01noThrottling.sh': 7}"
hutool_hutool-cron-1,4-1-fast,{'01noThrottling.sh': 4},4-1-fast,{'01noThrottling.sh': 4}
incubator-dubbo_dubbo-remoting.dubbo-remoting-netty-1,12-1-fast,{'29CPU4Mem8GB.sh': 12},12-1-fast,{'28CPU2Mem16GB.sh': 12}
incubator-dubbo_dubbo-rpc.dubbo-rpc-dubbo-1,12-1-fast,{'01noThrottling.sh': 12},12-1-fast,"{'21CPU025Mem2GB.sh': 1, '22CPU05Mem2GB.sh': 2, '23CPU05Mem4GB.sh': 1, '25CPU1Mem8GB.sh': 1, '26CPU2Mem4GB.sh': 1, '27CPU2Mem8GB.sh': 3, '28CPU2Mem16GB.sh': 1, '29CPU4Mem8GB.sh': 2}"
logback_dot-1,10-1-fast,"{'19CPU010Mem1GB.sh': 2, '21CPU025Mem2GB.sh': 1, '22CPU05Mem2GB.sh': 1, '24CPU1Mem4GB.sh': 2, '25CPU1Mem8GB.sh': 2, '27CPU2Mem8GB.sh': 2}",12-1-fast,"{'19CPU010Mem1GB.sh': 2, '22CPU05Mem2GB.sh': 1, '25CPU1Mem8GB.sh': 1, '26CPU2Mem4GB.sh': 2, '27CPU2Mem8GB.sh': 2, '28CPU2Mem16GB.sh': 1, '29CPU4Mem8GB.sh': 1, '01noThrottling.sh': 2}"
luwak_luwak-1,12-1-fast,{'29CPU4Mem8GB.sh': 12},12-1-fast,"{'27CPU2Mem8GB.sh': 1, '28CPU2Mem16GB.sh': 1, '29CPU4Mem8GB.sh': 6, '01noThrottling.sh': 4}"
ninja_dot-1,12-1-fast,{'01noThrottling.sh': 12},12-1-fast,"{'27CPU2Mem8GB.sh': 1, '29CPU4Mem8GB.sh': 5, '01noThrottling.sh': 2, '26CPU2Mem4GB.sh': 4}"
noxy_noxy-discovery-zookeeper-1,2-1-fast,{'01noThrottling.sh': 2},2-1-fast,{'01noThrottling.sh': 2}
okhttp_dot-1,12-1-fast,{'01noThrottling.sh': 12},12-1-fast,"{'23CPU05Mem4GB.sh': 1, '26CPU2Mem4GB.sh': 5, '27CPU2Mem8GB.sh': 2, '28CPU2Mem16GB.sh': 1, '29CPU4Mem8GB.sh': 1, '01noThrottling.sh': 2}"
orbit_dot-1,12-1-fast,{'29CPU4Mem8GB.sh': 12},12-1-fast,"{'27CPU2Mem8GB.sh': 1, '28CPU2Mem16GB.sh': 1, '29CPU4Mem8GB.sh': 6, '01noThrottling.sh': 4}"
retrofit_retrofit-adapters.rxjava-1,6-1-fast,{'29CPU4Mem8GB.sh': 6},6-1-fast,{'26CPU2Mem4GB.sh': 6}
retrofit_retrofit-1,12-1-fast,{'01noThrottling.sh': 12},12-1-fast,"{'29CPU4Mem8GB.sh': 5, '01noThrottling.sh': 7}"
rxjava2-extras_dot-1,12-1-fast,{'29CPU4Mem8GB.sh': 12},12-1-fast,"{'24CPU1Mem4GB.sh': 1, '26CPU2Mem4GB.sh': 1, '27CPU2Mem8GB.sh': 2, '29CPU4Mem8GB.sh': 4, '01noThrottling.sh': 4}"
spring-boot_dot-1,12-1-fast,{'29CPU4Mem8GB.sh': 12},12-1-fast,{'29CPU4Mem8GB.sh': 12}
timely_server-1,12-1-fast,{'01noThrottling.sh': 12},12-1-fast,{'29CPU4Mem8GB.sh': 12}
wro4j_wro4j-extensions-1,12-1-fast,"{'29CPU4Mem8GB.sh': 8, '01noThrottling.sh': 4}",12-1-fast,"{'29CPU4Mem8GB.sh': 7, '01noThrottling.sh': 5}"
yawp_yawp-testing.yawp-testing-appengine-1,1-1-fast,{'29CPU4Mem8GB.sh': 1},1-1-fast,{'01noThrottling.sh': 1}
zxing_dot-1,12-1-fast,"{'29CPU4Mem8GB.sh': 8, '01noThrottling.sh': 4}",12-1-fast,"{'29CPU4Mem8GB.sh': 2, '01noThrottling.sh': 10}"
